Nome file;Testo;L1;Altre_L2;Annualità;Consegna;Età;Scolarizzazione
Yasmine003;"
 Ieri al parco ero seduta , leggendo il giornale .
Faceva bel tempo e mi dicevo che niente avrebbe potuto  guastarmi la giornata.
Ma improvvisamente , una ragazza ,che sembrava piuttosto bella , é apparsa davanti a me .
Stranamente non toccava terra e aveva come delle  ali .
Pensavo di sognare , ma il suo grido mi sveglio'.
vidi che non era un putto ma una vera ragazza caricata  sulle spalle  di un' uomo. Restai senza fiato  nel vedere gli enormi muscoli dell' uomo, poi i miei occhi si fissarono sulla ragazza : bionda , come una principessa .
Con veloce , XXX cervello , ha funzionato : la bellissima principessa stata rapita ! Allora mi sono fatta coraggio , e ho seguito lo strano XXX, arrabbiato .
Con le mani , ho preso a pugni il cattivo  ragazzo , fino ad stremarlo .
Poi ho aspettato  con la consapevolezza  di chi ha compiuto il proprio dovere i ringraziamenti  della principessa , e perché no un bacio .
Ma lei sembrava piuttosto contrariata e molto arrabbiata.
Senza capire , perché mi insulto'.
In fine , la bionda ragazza mi ha spiegato il suo atteggiamento : era innamorata  dell' uomo che avevo preso a pugni! Per lei , il rapimento era una tecnica di seduzione , molto  romantica .....
Con XXX mi sono ritirata senza aiutarla questa volta e ho deciso che non giochero' più ai  cavalieri ………
";francese;inglese;+;love_C.txt;14-18;sp
Yasmine014;"Ieri al parco stavo camminando .
Faceva bel tempo :un cielo azzurro , molti uccelli  negli  alberi  che cantavano .
Ero tranquilla quando un brutto grido , mi disturbo'.
Guardavo vicino , a me , a sinistra , a destra , ma non c' era niente .
Tuttavia davanti a me sembrava che si svolgeva una strana  scena .
Infatti vidi  una donna di circa 25 anni che guidava .
Ma la cosa più sorprendente era l' uomo che la stava portando  senza il suo consenso .
Passarono vicino a un' uomo che stava leggendo il giornale .
Quando vide  "" la coppia "", lascio' il suo giornale , si alzo', poi fiero e determinato , ando' a vedere  il brutto uomo .
La scena che si svolse  dopo , non la racconto  ma posso dirvi che che fu molto violenta ...
il bruto era a terra .
Mi sembrava che la donna , quando  si avvicino' al suo salvatore , volesse ringraziarlo .
Ma a me , al contrario , grido' ancora più forte : "" Ma sono innamorta di quest' uomo , perché gli fai del male ? "" strana storia .......";francese;inglese;+;love_C.txt;14-18;un
Yasmine015;"
 Ieri al parco un uomo leggeva il suo giornale su un banco quando una donna parlo' fortissimo e veloce:"" lasciami, lasciami ...! "" Era portata da un uomo molto forte .
Allora l' uomo del  giornale decise  di prendere il suo corraggio  a  due mani e di aiutare questa donna che sembrava in difficoltà.
Dunque ando' a picchiare l' uomo che portava la donna .
Era contento quando l' uomo cadde  per terra .
Era un uomo orgoglioso .
Ma la donna che aveva smesso  di parlare forte ritornava  a eccitarsi perché non era contenta perché l' uomo in realtà era il suo ,fidanzatino .
";francese;inglese;+;love_C.txt;14-18;sp
antonellaG004;"
 Ieri al parco , il fratello minore di Leo stava leggendo il  giornale quando è venuto un uomo con un tatuaggio sulla spalla che ha portato una ragazza la quale stava  gridando .
Anche se il fratello minore di Leo non sembra di essere così ma è molto  coraggioso .
Si arrabbiava molto ed è seguito loro .
E' fermato quel villano e ha liberato la ragazza .
Ma  invece di ringraziarlo per liberarsi , la ragazza diventava molto furiosa .
Il fratellino di  Leo non capiva perchè e così lei ha spiegato glielo .
Sembrava che il fratello minore di Leo  aveva mettere K.O.
il suo ragazzo .
";tedesco,0;inglese;3;love_C.txt;19-25;un
antonellaG007;"
 Ieri al parco...
Ieri al parco c'era un giovane ragazzo che stava su una panchina leggendo il  giornale .
Poi è passato un uomo grande e forte con un espressione arrabbiata che portava  sulle spalle una donna .
Sembra che lei sia scontenta e voglia che quell'uomo la lascia  andare .
Per quello il giovane,che stava leggendo il giornale sulla panchina , si alza e comincia a  picchiare l' altro uomo che a prima vista sembrava molto più forte.
Quest' ultimo finisce a  terra e il ragazzo è orgoglioso di aver ""salvato"" la donna .
Lei però è scioccata e guarda  l'uomo con cui è arrivata prima .
Si arrabbia e sgrida il giovane perchè l' altro è il suo patner , lo  ama e non c'era nessun pericolo .
  ";tedesco,0;inglese;+;love_C.txt;19-25;un
antonellaG011;"
 Ieri al parco Luigi stava leggendo un giornale .
Aveva appena finito di  leggere che un uomo cattivo ha rapito una donna nella stessa città quando un uomo abbastanza forte è  passato con una donna sulle spalle davanti a lui .
Quando Luigi ho visto questo pensava che quest’  uomo vuole fare cose cattive con questa donna .
Allora ha deciso di battere l’ uomo per salvare  la donna bionda .
Dopo esser stata ""salvata"" , la donna guardava compassionevole al uomo che c’ era  sulla terra e ha spiegato che non è stato un uomo pericoloso ma suo amante .
La coppia aveva solo una  piccola lite e adesso la donna era molto arrabbiata.
  ";tedesco,0;inglese,francese,latino,russo;+;love_C.txt;19-25;un
antonellaG015;"
 Ieri al parco Ieri al parco Giacomo è stato seduto sopra un banco nel parco e  ha letto il giornale dello sport quando ha visto un uomo portando una donna che ha gridato molto forte  .
L'uomo ha avuto l'aspetto di un uomo molto forte e pericoloso ma  Giacomo ha creduto che la donna ha bisogno di aiuto quindi ha deciso di aiutare alla donna .
Cosi Giacomo si ha battuto con l'uomo per aiutare alla donna .
 L'uomo è stato sull' suolo e Giacomo si ha sentito molto bene ma la donna le ha gridato: ";tedesco,0;inglese,spagnolo;1;love_C.txt;19-25;un
antonellaG020;"
 Ieri al parco Un uomo é seduto sulla panchina ed ha letto un giornale .
Quest' uomo si é  chiamato Pietro ; é stato giovane , sportivo con capelli scuri ed ha portato degli occhiali .
Subito é venuto un uomo alto e molto sportivo con i tatuaggi .
Lo é  sembrato come un rapitore perché lui ha messo in spalla una donna molto bella .
Questa ha  chiamato ! Immediato, Pietro ha pensato che c'é un sequestro della  questa donna .
Lui ha deciso che aiuta a le .
Pietro ha abbatto l'uomo forte ; ed é stato fiero di sé ! Ma subito la donna ha cominciato a lagnare .
Prima, Pietro non ha capito , però poi lui ha notato che  quest'uomo é statoli ragazzo della questa donna .
Tutt' e due solo si sono divertiti !   ";tedesco,0;inglese;1;love_C.txt;19-25;un
antonellaG022;"
 Ierie al parcoho sedeto alla panchina e  ho letto il giornale perchè il tempo bello.Durante un ragazzo è passato .
Questo ha portato una ragazza bella questa ha gridata e  è defenduta contra il ragazzo .
Ho voluto aiutare la ragazza sconosciuta .
Dunque sono  alzato per salvare ragazza giovana .
Sono andata ad entrambi .
Sono stato coraggioso e ho  battuto il ragazzo muscoloso .
Ha cadeto al terra e sono stato salvatore superbo , ma la  ragazza bella è stata averecela .
Ho tentato per parlare con ragazza si chiama Rosa .
 Ma questa ha spiegata che entrambi hanno giocato soltanto .
Sono stati coppia .
Ho scusato di  malinteso !  ";tedesco;0;1;love_C.txt;19-25;un
antonellaG026;"
 al parco Iieri al parco un uomo sede , come sempre al questo tempo , sulla banca .
E' la banca preferita dell'uomo .
Come sempre ha deciso di rilassare un pò in natura e leggere il giornale .
Quando sta leggendo il giornale un uomo passa la banca , portando una donna sulla spalla.
La donna ha gridato e perciò l'uomo  che ha letto il giornale , ha  pensato che la donna ha bisogno di aiuta .
Allora lui ha voluto aiutarla , perchè è un uomo gentile .
Si è alzato e ha sbrigato l'altro uomo sul terra .
Poi l 'uomo non  ha capito niente , perchè la donna diventa molto arrabbiata .
  ";tedesco;inglese,latino,greco;3;love_C.txt;19-25;un
clarapanico001;"
 Ieri al parco un' uomo e la sua sorella avete avuto un argomento su la sua nuovo ragazzo .
Il fratello ha pensato che il ragazzo  ha molti anni più della sorella e non  ha voluto lei incontrarsi .
 Mentre la sorella e il suo ragazzo parlavate al parco insieme il fratello interompe e ha perso la sorella .
Un altro uomo al Parco ha visto questo e ha pensato il fratello è stato un rapinato e ha salvato la ragazza .
La ragazza è stato arrabiata con lui perchè il fratello ha avuto un grande mal di testa .
";inglese;?;3;love_C.txt;19-25;un
Clarapanico004;"
 Ieri al parco mentre leggevo la Gazzetta dello sport ho visto una litiga tra una ragazza e il suo fidanzato .
Questa litiga è diventata violenta , e così ho intervento .
Avevo piacchiato il ragazzo , è caduto sul pavimento ; ero sicuro che ho fatto bene e salvato la ragazza .
Purtroppo era incazzata e  mi sgridava "" non toccare il mio fidanzato "" diceva "" ti ucciderò"" Dunque sono scappato veloce , che pazza !  ";inglese;francese,?;4;love_C.txt;19-25;un
Clarapanico007;"
 Ieri al parco .......
Francesco e la sua ragazza litigavano in parco perchè Francesco l' ha visto baciare un altro ragazzo e lui era una persona molto geloso .
Michele vedevo Francesco mentre stava portando la sua ragazza sulla spalle .
la ragazza uralava e Michele  era un uomo molto coraggioso .
Miche ha attaccato Francesco per salvare la ragazza però la ragazza non era contenta .
 Invece la ragazza era molta arrabiata con Michele perchè nonostante il litigio Lei era ancora innamorata con Francesco ";inglese;?;4;love_C.txt;19-25;un
clarapanico012;"
 Ieri  al parco un  giovanotto ha visto un uomo brutto che portava una bella donna .
Lei stava gridando per aiuto .
 Lui era un ragazzo buono e ardito : si è alzato , e li è seguito ; quando se li ruscito , ha detto : "" Lasciaglela "" "" Non mette suo naso negli affari d' altre .
"" l' uomo ribatte .
A questo punto il giovanotto ha  pigliato l' altro e  l' ha buttato a terra .
Ma la donna , invece di ringraziarlo era molto arrabbiata .  Quello ,  è la mia amante stupido ."" ha detto .
 ";inglese;francese;2;love_C.txt;oltre;un
Clarapanico015;"
 Ieri al parco mentre un uomo leggeva il giornale , una bella donna si era rapinato da un uomo con grandi muscoli .
L' uomo con il giornale provò di aiutarla .
Con lo sguardo di determinazione si correva davanti il rapinatore , e li buttò sulla testa .
La donna diventa libera e l' uomo cade al pavimento .
La donna è molto arrabiata al' uomo che ha salveggiala .
Lei si è innamorata del uomo con i muscoli .
";inglese;francese;4;love_C.txt;19-25;un
clarapanico023;"
 Lucia stava al parco con il suo nuovo ragazzo nel pomeriggio .
Stavano leggendo tranquillamente quando il ex-ragazzo di Lucia venì parlargi , era arabbiatissimo .
Invece di parlare un modo normale , prendò Lucia e la portò via .
Giorgio, il nuovo , si alzò e cominciò a sbattere  con l' altro .
Dopo gli aver fatto male , Giorgio era contento , ma Lucia era preoccupata .
Alla fine , Lucia fu veramente  arabbiata ,e disse a Giorgio  'Perchè gli hai fatto male ?!' 
 'Perchè ha provato prenderti via e forse farti male ! Ti amo , Lucia, è per questo che l' ho fatto .Mi scusa ...' ,disse Giorgio.
Lucia, malgrado il fatto che fosse arabbiata , si sentiva  cadere innamorata con Giorgio...
";inglese;francese,tedesco,?;4;love_C.txt;19-25;un
Clarapanico025;"
 Ieri al parco , ho visto un uomo portare una donna senza che quella cui sia daccorda .
Allo stesso momento , un' uomo stava leggendo un giornale su un banco .
Allora , vedendo quello che stava succedendo , l' uomo si è levato e ha portato secorso alla donna .
Tra i due uomini , è il cativo che si è ritrovato faccia contro terra .
Soddisfatto di lui , il gentile uomo ha sorriso alla donna che , contro tutto quello che potevo pensare , ha avuto una reazione molto diversa da quella che avrebbe avere .
Infatti , invece di ringraziare il suo salvatore , la donna si è arrabiata contro lui perchè aveva fatto male al suo fidanzato .
";francese;inglese;+;love_C.txt;19-25;un
clarapanico028;"
 Ieri al parco c' erano tanta gente .
C' era un sole splendente e bambini che giocavano .
Tutti si divertivano .
Seduto su una  sedile c' era un uomo che leggeva un giornale .
L' uomo era molto concentrato su quella che stava leggendo e s sentiva molto tranquillo nel parco .
Aveva capelli scuri , corti e portava occhiali .
Era vestito in jeans con un t-shirt nero e scarpe nere .
Dopo qualche minuto ha sentito un rumore .
Guardando in alto ha visto un uomo muscoloso con un tattuaggio sulla braccia che portava una donna sulle spalle- la donna urlava e gridava , e cercava di scendere giu .
Era veramente una strana scennegiatura .
";inglese;?;1;love_C.txt;26-30;un
clarapanico030;"
 Ieri al parco quando  leggevo  il giornale , un uomo grande e muscoli litigando con una donna .
Pensavo  che non è un argumento serioso , ma a   questo momento l' uomo è diventato violente .
Ho saputo che ho  dovuto aiutarla .
Ho deciso di distrare l' uomo grande .
 mi sono alzato e ho comminciato fare le gesture aggressive .
L' uomo ha mi guardato e no ho saputo come ma  lui è caduto e la donne non è contenta .
In fatti lei si è  in amorati con l' uomo .
Lei è  diventato aggressiva con me !  diceva che l' uomo è suo fiancè.
 e lei ha fatto un gesture aggressivo e  ho detto ""scusame  ho pensato che ... XXX ";inglese;francese,spagnolo,tedesco;4;love_C.txt;19-25;un
clarapanico032;"
 Ieri al parco stavo sedendo , leggendo il giornale , e non mi  sono preoccupato di niente , quando una cosa stranissima  è successa .
Un uomo , del tipo che ci si fa paura con i tattuaggi e le braccie enormi , passava davanti a me , portando una donna bella  bionda .
 Lei mi sembrava spaventata , e  in questo momento ho deciso di intervenire .
Mi  sono alzato , pronto per aiutare questa donna .
 Sono  riuscito facilmente a picchiare questo mostro alla terra , ed ero molto soddisfatto  per un attimo , ma poi ho visto la faccia della donna che mi sembrava ancora spaventata , ma questa volta  fosse triste , e   preoccupata e poi questa angoscia diventa la rabia .
 Ero completamente confuso quando lei me  ha accusato di ferire il suo fidanzato .
";inglese;tedesco,francese;4;love_C.txt;19-25;un
Clarapanico035;"
 Un giorno ero al parco perchè faceva buon tempo .
Mentre che leggevo il giornale , ho visto una coppia che litigava .
L' uomo è diventato molto violento e la donna era triste .
Ho deciso di aiutare la donna , mi sono alzato e ho provato di risolvere la bagare .
Purtroppo , la donna non voleva il mio aiuto e gridava che ero un uomo stupido .
Che grazie ! Non ho mai capito la relazione fra i due sessi e forse non capirei  mai ! L' uomo era nerido ma non era arrabiato .
in fatti era tranquillo .
Era l' ultima volta  che assisterebbe una donna nel parco .
";inglese;francese,spagnolo,tedesco;4;love_C.txt;19-25;un
clarapanico042;"
 Ieri al parco mentre un uomo si era seduto e leggeva il giornale , c'è stato un uomo che litigava con una donna , e ha preso la donna per portarla via .
A quel punto , il uomo che leggeva si è alzato ( furioso della situazione che aveva appena visto ), e ha dato un grande pugno alla testa del uomo .
Il uomo cattivo se nè  andato a dormire ! La donna ( invece di essere felice ), si è messa a gridare del fatto che suo fidanzato stava sulla terra inconscio ! Il uomo era confuso , ma la donna ha spiegato che quel uomo è il fidanzato ,  a quel punto il uomo ha risposto :'La prossima  volta non aiuto   nessuno !'  ";inglese;?;+;love_C.txt;19-25;sp
Clarapanico044;"
  I quatro desegni comprendano tre XXX, due uomini  e  anche una ragazza .
L' uomo che sembra più forte , grande  e  cattivo porta la ragazza sulle spalle e cerca di   rapirla e se ne va con lei .
All' improviso , l' latro uomo che all' inzio sembrava meno forte e grande mette in mostra i suoi muscoli 
quest' uomo porta occhiali e una maglietta nera .
  A quanto sembri , l' uomo dei occhilli  combatte l' uomo che sembrava più forte e quell' uomo finisce per strada .
La ragazza  urla e sembra  schiocatta e che abbià tanto paura ; però, dopo ...lei mette in mostra i suoi muscoli e si rende conto che anche lei è forte e corragiosa !  In effetti lei poteva   combattere l' uomo da sola  e ormai sembra un 'po arrabbiata che non potesse  defendersi da sola .
Comunque , c'è un cuorchino sopra la  sua testa , forse vuole dire che  loro si   innamarano ...non lo so .!  ";inglese;francese;4;love_C.txt;19-25;sp
Clarapanico045;"
 Ieri al parco , un' uomo brutto è arrivata e  ha detto le parole cattive a una donna .
 Il suo ragazzo era arrabiata e ha fermato di leggere un giornale e con una faccia rosa , ha urlato all' uomo brutto .
L' uomo brutto  aveva così paura che è scappato .
La donna non era contenta e ha  detto che era pericolosa e stupida cominciare un' argomento con un' uomo così grande e  brutto .
 Lei ha suggerito che nel futuro , sarebbe meglio ignorare gli uomini intimidati .
Ma il suo ragazzo non l' ha  ascoltato ; ha detto : 'Io sono il tuo ragazzo e non continuerei leggere il giornale mentre un' uoma strano dimostra quel tipo del  attegiamento .  ";inglese;francese,tedesco;3;love_C.txt;19-25;un
erikac067;"
  Ieri al parco una donna giovane chiamata Sophia stava camminando avanti quando tutto all' improvviso qualcuno è venuto avanti ed ha provato a prendere la sua borsa .
Quando  non lascerebbe la borsa andare l' uomo ha preso lei e la borsa .
Ma Sophia non è andato disposto .
Ha gridato e dato calci all' uomo mentre ha provato a trasportarlo .
Un altro uomo che si siede su un banco del parco la ha vista che la donna rovesciare l' eccedenza  equipaggia la spalla e che è andato conservare .
Ha afferrato l' uomo dalla mano e lo ha  colpito nella faccia .
 Sophia ha guardato l' uomo che la ha conservata con uno sguardo  medio .
Non era felice con che cosa aveva fatto .
Ha dato all' uomo sulla terra una mano ed ha detto all' uomo che lo aveva battuto giù quello che era soltanto il suo fratello che prova a raccogliere i suoi soldi .
";inglese;?;2;love_C.txt;19-25;un
erikac070;"
  Ieri al parco sedevo su una panca leggendo il giornale quando ho sentito una donna che gridava .
Ho esaminato e ho visto un uomo musculare la portando sulla sua spalla  mentre calciava ed urlava .
A quel momento ho  realizzato che dovevo fare qualcosa .
Ho camminato sopra all' uomo e richiesto che l' ha posata .
Non appena  ha lasciato va l' ho perforato nella faccia e l' ha bussato al suolo .
Ho pensato per un momento che l' avevo soccorsa ma ha iniziato a urlare a me "" Perchè lei ciò ha fatto ? "" , ha detto , "" Me portava al dottore e resistevo "" .
Non capisco  , ho risposto .
 Lo faceva per mio proprio buono , inoltre , mi posso si  occupare di mie "" ha detto .
Ho chiesto scusa e  ho lasciato .
Come imbarazzando !  ";inglese;?;2;love_C.txt;19-25;un
Erikac072;"
  Ieri al parco .
Luigi leggeva il giornale .
Improvvisamente , si e sentito la voce della sua amica .
Lei si chiama Principessa .
Messo mi giu ! Messo mi giu per favore !
Shh .
Non . Desidero che tu vieni con mi .
Ma io non volgio .
A questo moment Luigi ula ...
Hei , tu . Messi la ragazza .
Perche !?
Perche io lo dico
hahaha ... no . Vada via o li danneggerò .
Allora , Luigi dia i punzoni al ragazzo .
Ma la ragazza ha urlato ...
Lui e ... lui e ... il mio fratello
...Oh scusa Principessa
Non mai desidero essere la tua amica .
Ma perche ... io ti amo !
Io ... Io ho un altro ragazzo .
Chi è ? Questo ragazzo ?
";inglese;?;2;love_C.txt;19-25;un
Erikac073;"
  ieri al parco cera una ragazza giovane stava sedendosi su un banco con il suo fratello  quando un uomo forte alto è venuto selezionarlo in su sopra il suo braccio .
Ha finto mettere in su una lotta con l' uomo come il suo fratello sul banco ha visto che cosa stava accadendo .
Si è alzato per aiutarlo ha preso alle sue sorelle la mano ed allora ha spinto l' uomo giù la sua sorella lo ha spinto e che gli ha chiesto che perchè ha fatto che ha  pensato l' uomo era molto handsome ed ha desiderato andare con lui in una data .
";inglese;?;2;love_C.txt;19-25;un
Erikac074;"
  Al parco Ieri al parco mentre leggevo il giornale , ho visto un uomo portare sulla spalla una ragazza ,  che gridava e voleva scappare .
Ho deciso di  aiutarla .
Li ho seguiti e quando sono arrivato  dietro a loro ho detto a l' uomo di lasciare la ragazza .
Lui non volevo farlo e mi ha detto  di andare via .
L' ho battuto e lui rimasto  sul pavimento perche si sentiva male .
Ero molto contento perche ho salvato la povera ragazza dal pericolo .
Ma lei non  era così contenta .
Mi ha detto che non  ho capito bene quello che ho visto .
L' uomo  che ho battuto era il suo ragazzo e loro erano una coppia felice .
";inglese;?;2;love_C.txt;19-25;un
Erikac075;"
   Ieri al parco un ragazzo magro con  occhiali di vista si sedeva solo sul una panchina e leggeva un giornale quando ha visto un grande  uomo forte .
L' uomo appariva essere arrabiato e  portava una bella donna sulla sua spalla .
La donna assomigliava a aveva paura .
Il ragazzo magro ha deciso salvarla così si è rimboccato le sue maniche e ho dato un pugno al uomo ! Il ragazza pensava che la donna era grata ma era furioso ! 
Gli diceva rabbiosamente che quell' uomo era il suo ragazzo .
";inglese;?;2;love_C.txt;19-25;un
Erikac076;"
  Ieri al parco , Giovanni era seduto sulla panchina e c' era una bella signorina , si chiamava Margherita .
Conosceva Margherita dalla scuola quando erano più giovani .
 Giovanni le ha chiesto , "" Che si dice ? "" Margherita ha risposto , "" Niente asperto  il mio ragzzo , Antonio .
Egli è andato qualche parte , non so dove "" .
Dice Margherita ,  "" Certe volte non ha cervello "" .
Giovanni si è messo a ridere .
Dopo un pò , Antonio ha  trovato Margherita , che parlava con un  altro uomo .
Antonio era arrabbiato .
Antonio  è andato da Margherita l' ha presa sulla spalle e Margherita gridava , "" Aiutatemi ! Giovanni si è alzato e ha dato un  bel pugno ad Antonio .
Antonio è caduto  a terra .
Margherita era contenta e poi  diceva a Giovanni , "" Grazie ! "" .
È andata da  Giovanni e gli ha dato un bacio sulle  labbre e gli disse "" Amore mio ! "" 
";inglese;?;2;love_C.txt;19-25;un
Erikac077;"
   Un giorno nel parco l' uomo forte prende  la bella donna contro e desiderava .
lo spettatore guardava .
lo spettatore si arrabia e voule  aiutare la bella donna .
lo spettatore anche  molto forte e colpisce l' uomo forte .
l' uomo forte cade e la bella donna e adesso preoccupata .
la bella donna si arrabia con  lo spettatore .
";inglese;?;2;love_C.txt;19-25;un
Erikac078;"
   Ieri al parco , siedevo su una panchina e leggevo il giornale .
Faceva bel tempo  e dimenticavo il pomeriggio tanquillo .
 Improvvisamente , ho sentito le grida di una donna .
Ho cercato e ho visto un uomo chi portava una donna sulla  sua spalla .
L' uomo era grande e  forte , e ha sembrato molto arrabiato .
 Magrado la sua grandezza , sapevo che  avevo fare qualcosa .
L' ho fermato e  l' ho detto rimetterla in libertà .
Ha  diventato arrabiato e mi ha dato una  spinta .
L' ho dato un pugno ed è caduto .
Ho sorriso alla donna ma ero sorpreso  vedere che turbava .
"" XXX "" lei ha detto .
"" Lui è il mio ragazzo .
Avevamo avuto una discussione dell' amante .
Faceva finta di arrabiare e mi ha preso Ho gridato giocare al gioco .
Adesso ha fatto male al mio ragazzo ! Vada !  ";inglese;?;2;love_C.txt;19-25;un
Erikac079;"
   Ieri al parco Juliana parlava con Antonio , quando improvvisamente compaia un uomo alto ed forte ha  preso Juliana con forza .
Antonio  come un buon amico di Juliana ,  si ha arrabiato con tutta quella situazione perche lui non caspis|cava che aveva accaduto con quello uome ed Juliana .
Allora Antonio è  andato verso a quello sconosciuto uomo ed l' ha morso in su testa ed  l' uomo ha ritenuto sul gorund .
Juliana  ho dito voi ragazzi BASTA !! .
Juliana  ha spiegato tutto .
Antonio non ho  avuto tempo di ti dicere che questo è  mio nuovo ragazzo .
Doppo quello com|presso male si hanno conosciuto ed hanno chiesto scusa .
Che peccatto !!  ";inglese;?;2;love_C.txt;19-25;un
Erikac080;"
   Ieri al parco leggevo il  giornale .
Ho cercato perchè ho  sentito un grido .
Un uomo  teneva una signorina sopra  la sua spalla .
È stato sconvolta .
Ho camminato sopra aiutare .
Ho schiaffegiato l' uomo ed è caduto .
Ho guardato  la donna ed era arrabiata con sono .
Ha detto che  tentava di la fermare da spendere di soldi e  non la doleva .
 ";inglese;?;2;love_C.txt;19-25;?
Erikac081;"
  Ieri al parco , Giovanni si è  seduto sulla panchina .
Il giorno era sereno e voleva leggere il giornale .
Improvvisamente era  una confusione .
Giovanni si è voltato .
Lui ha visto un uomo muscoli chi portava una donna sulla spalla .
La donna  ha sembrato fare paura e urlava .
Velocemente , Giovanni si è alzato in piedi e ha corso verso l' uomo .
Faccia a faccia , Giovanni  gli ha stordito .
Prima , la donna era scioccata , ma poi sta diventare matto .
Giovanni era sorpreso quando l' ha  comminciata gli gridare .
Lei ha detto che Giovanni deve non essere suoi affari .
Povero Giovanni ! È ritornato alla panchina ed si è seduto con un sospiro   ";inglese;?;2;love_C.txt;19-25;un
erikac082;"
  Ieri al parco Vito sta seduto e leggeva il giornale  Ha visto un uomo che portava una ragazza sulla sua spalla .
Vito ha pensato che la ragazza era pressa malvolentieri .
Si è alzato con l' idea d' aiutarla .
Lui è andato a  aiutare la ragazza ma lei  non ha  voluto il suo aiuto .
Dopo che Vito ha datto  un colpo al' uomo , è caduto per terra .
La ragazza si è arrabiata con lui .
Lei ha  detto che l' uomo era il suo fidenzato .
Vito ha deciso che è meglio di lasiare  le situazioni in pace   ";inglese;?;2;love_C.txt;19-25;un
erikac156;"
  È la storia di tre personaggi .
Sono cerca della città , ci sono due ragazzi e una ragazza .
Per salvare la ragazza dell' uomo che stà per prenderla , un uomo solo , che stava per leggere il suo giornale viene per regolare la situazione .
Decide salvare la bella ragazza e per fare eso mete na terra l' uomo .
Crede che la ragazza fosse alegre ma non è quello che pasò .
La ragazza ama l' uomo e non voleva perderlo .
Stà furiosa contra il ragazzo che non comprende quello che pasò .
Per lui solo ha viuto salvarla .
";francese;inglese,spagnolo,portoghese;3;love_C.txt;19-25;un
erikac159;"
   Ieri al parco ho visto due ragazzi che non eranno molto contenti : la ragazza voleva pertire ma il ragazzo  la teneva .
Ero leggendo il giornale , ma subito , ho deciso che devevo fare qualchosa per separargli .
Allora , gli ho separati e il ragazzo era KO .
La ragazza non era contenta dopo , e mi ha detto che ero un pazo e che la situazione era normale così .
Mi ha detto che gli amava e che non comprendevo l' amore , che leggere il mio giornale era una migliora ideà .
Dopo , mi ho detto che l' amore non era sempre bello e dolce , e che non era per me per il momento .
";francese;inglese;1;love_C.txt;14-18;un
erikac163;"
   Ieri al parco facevo un giro con i miei amici .
Abiamo sentito una donna chiamare di aiutarla .
A questo momento abiamo tornato la testa verso il chiamo .
Abiamo veduto uno alto uomo prendere la donna e portarla versa l' uscita del parco .
 C' era anche nel parco un giovane ragazzo .
Era seduto sul banco a proxima della donna e legeva il giornale .
Quando a sentito la donna ,  mentre era basso e meno forte del altro uomo a aiuto subito la donna e lei era molto impressionata .
";francese;inglese;1;love_C.txt;19-25;un
erikac177;"
  En una citta un ragazzo molto bello  era con una ragazza con lungi capelli .
L' uomo era brutto e ha la ragazza sull XXX .
Un otro ragazzo sta sull banco e lego un giornale e visto   l' uomo brutto .
La ragazza era nervosa perchè non le amo il ragazzo .
Poi , il uomo con gli  vestito benco da una  al grande ragazzo  cè il grande uomo al sol .
Poi la ragazza se senta nervosa perche la ama  encore il ragazzo que sta al sol .
La  ragazza fa uno gesto de sua mano .
Poi il uomo se sento malo .
Sta una storia triste !  ";francese;inglese;1;love_C.txt;19-25;un
erikac180;"
  Ieri al parco ho vedo la mia amica che si disputa con il suo amico .
Il amico si chiama Paolo .
Un giovano ha credo che Paolo erà violente con la sua amica .
Il giovano  ha voleto ayudare la mia amica e  era violente con il suo amico .
La mia amica era in coleria porque si inquieta por il suo amico .
Il giovano  non piensa che la mia amica era con il suo amico e si scusa .
Il giovano era meno forte che il amico di mia amica .
La situazione era comico .
La mia amica non  andava al parco .
";francese;inglese;1;love_C.txt;19-25;un
francesca004;"
 Ieri al parco ho visto un uomo che stava leggendo il giornale su una panca .
Poi un uomo forte è passato che portava una ragazza su una spalla .
Lei gridava ma io non ero capace di dire se gridava di gioia o di paura .
L' uomo sulla panca a levato la testa per un attimo e poi ha cominciato di correre per liberare la ragazza .
Dopo aver picchiato l' altro si sentiva forte e aspettava che lei avesse  la gratitudine per lui .
Ma c' era una sorpresa perchÈ lei ha cominciato di piangere e dopo gridava con furore : "" Hai fatto male al mio principe azzurro ! Hai quasi ammazzato  il mio fidanzato ! L' avevo solamente chiesto  di praticare la scena di teatro con me che dovrà fare domani sera nella prima di aperte "" Il kidnapping della figlia del presidente "" .
";tedesco;francese,inglese;+;love_C.txt;19-25;sp
francesca008;"
 Amore Ieri al parco uno studente era seduto   sul banco .
Era una serata  calda nell' estate .
Lo studente era felicio ,  aspettava una amica con cui voleva  uscire .
Leggiava il giornale e rifletteva  dove andare piu tardi con queste amica .
 All' improviso ha sentito una donna che  gridava molte ad alta voce .
Il suo  raggazzo era molto arrabiato e la  porteva sulle  sue spalle .
Senza  pensare lo studente ha aiuto subito .
 Ha battuto l'uomo che è caduto .
 Ma quando la ragazza  ha visto  il suo raggazzo co si , era desperata .
 "" Carissimo , ti voglio bene , ti amo ...
""  Lo studente non ha capito niente .
Ora la ragazza era arrabiata con lui .
";tedesco;inglese,francese;1;love_C.txt;19-25;un
